revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
780217786,27,Q47674$E4E7CC59-8731-41A1-9107-5F9DBED95CD9,country of citizenship,Amerigo Vespucci,"""Q38""",Italy,"""Q142""",France,property_value_update,country in Southern Europe,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)",property_value_update
806392894,19,Q157813$55247D3C-9E8A-4FBC-92B8-E841524DDF12,place of birth,Isabelle Gulldén,"""Q25287""",Gothenburg,"""Q7665792""",Sävedalen,property_value_update,second-largest city in Sweden and capital of the Västra Götaland County,"place in Västergötland, Sweden",property_value_update
890823655,789,Q48188$CE9581AF-2D63-4CD4-9578-334D8CD6659E,edibility,Phallus impudicus,"""Q654236""",edible mushroom,"""Q4317894""",inedible mushroom,property_value_update,fleshy and edible fruit bodies of several species of macrofungi,mushroom which is not considered edible,property_value_update
7466014,9,q336222$3CFBA4C6-5392-4088-95E4-2D78C47D39C0,sister,Tito Jackson,"""Q651655""",Janet Jackson discography,"""Q131324""",Janet Jackson,property_value_update,Wikimedia artist discography,"American singer, songwriter and actress (born 1966)",property_value_update
1574848401,31,Q374316$B9DB7A18-EA6B-4B7C-B334-3D619E330B56,instance of,Symphonic Studies,"""Q207841""",étude,"""Q17518879""",collection of études,property_value_update,"instrumental musical composition, usually short, designed to provide practice material for perfecting a particular musical skill",,property_value_update
252922670,31,Q446384$6f1fddd6-4462-80d7-92e6-76aaadc5018d,instance of,equalization payment,"""Q1914636""",activity,"""Q1155757""",redistribution of wealth,property_value_update,series of actions done by an agent which results in an external change of state,transfer of income and of wealth from some individuals to others,property_value_update
6725312,19,q374053$D2DD839E-6781-427F-A30F-727F5B1B9E68,place of birth,Vera Zvonareva,"""Q2031636""","Moscow, Belgium","""Q3887555""",Moscow,property_value_update,2008 film directed by Christophe Van Rompaey,"unincorporated community and census-designated place in Allegany County, Maryland, United States",property_value_update
1297922562,31,Q167441$eff0e4d2-4a4e-65fa-741c-9429b513dbc8,instance of,AMX-30,"""Q920182""",main battle tank,"""Q100710213""",combat vehicle model,property_value_update,tank designed to conduct primary combat missions on the battlefield,specific vehicle design which includes mounted armament,unrefinement
1565799179,106,Q86649$2F1B18C9-4DF7-4512-A193-A4C7A84ECE7E,occupation,Edmund Heusinger von Waldegg,"""Q66711686""",railway engineer,"""Q110635676""",locomotive designer,property_value_update,civil engineer who designs rail infrastructure,designer of locomotives,property_value_update
991240872,102,Q42775$8625D89F-5E55-4B37-8740-81543101A1F5,member of political party,Johnny Cash,"""Q29552""",Democratic Party,"""Q180309""",hyphen,property_value_update,American political party,punctuation mark used to join words,property_value_update
1003454383,19,Q109244$DE5B3D18-24A7-4CD6-A837-13E9A821468D,place of birth,Adam of Bremen,"""Q8738""",Meissen,"""Q910759""",cow dung,property_value_update,"town in Saxony, Germany",waste product from a cow's (or cattle in general) digestive tract,property_value_update
9885626,27,q77203$B4273E66-6558-46B8-A2E4-2AB2122AE8F1,country of citizenship,Ferdinand von Lindemann,"""Q183""",Germany,"""Q151624""",German Confederation,property_value_update,country in Central Europe,Confederation of States in Germany from 1815 to 1866,property_value_update
1430468618,97,Q156390$2994136b-44ce-00b2-6f87-3b3841b2b1f1,noble title,"Victoria, Crown Princess of Sweden","""Q207293""",crown prince,"""Q12323021""",crown princess,property_value_update,heir to the throne,heir to the throne or wife of the heir to the throne,property_value_update
109762690,119,q456900$CE6A5934-C5E8-40AD-82A2-A334F0427E9A,place of burial,"Blanche of France, Infanta of Castile","""Q184407""",Basilica of Saint-Denis,"""Q853703""",Cordeliers Convent,property_value_update,"basilica located in Seine-Saint-Denis, in France","university campus located in Paris, in France",property_value_update
1203231027,2522,Q42311$4DCE4294-1B7C-455D-9722-02F3DE79DC0D,competition won,Sebastian Vettel,"""Q11105296""",Formula One World Champion,"""Q69934""",2010 Formula One World Championship,property_value_update,racing driver or automobile constructor who have won the Formula One World Championship,64th season of Formula One motor racing,property_value_update
11978546,54,q4457$1A6D49A9-EB93-46CE-A5BB-D35FC132D7F4,member of sports team,Franz Beckenbauer,"""Q826386""",Hamburger SV Women,"""Q51974""",Hamburger SV,property_value_update,association women's football club,"German sports club based in Hamburg, with its largest branch being its football department",property_value_update
1705202677,6,Q1164$b08ef5b0-45bb-c6a0-1f60-73049f407c0c,head of government,Assam,"""Q7423486""",Sarbananda Sonowal,"""Q5765114""",Himanta Biswa Sarma,property_value_update,Indian politician,Indian politician,property_value_update
68914996,452,q105557$75081d07-405a-8fe3-1f46-b93392a924ae,industry,Embraer,"""Q936518""",aerospace manufacturer,"""Q2876213""",aerospace,property_value_update,"company involved in manufacturing aircraft, aircraft parts, missiles, rockets, and/or spacecraft",field of activity involving utilization of the atmosphere and outer space,unrefinement
226951255,27,Q253523$FF69CC9F-8747-4947-BA8D-9132F0E0ADEC,country of citizenship,Cheb Bilal,"""Q262""",Algeria,"""Q1028""",Morocco,property_value_update,country in North Africa,sovereign state in North Africa,property_value_update
504853233,27,Q218849$CD966674-119E-43DA-B462-9ECB8E48A49F,country of citizenship,Zoltan Sarosy,"""Q16""",Canada,"""Q516160""",First Hungarian Republic,property_value_update,country in North America,former country (1918–1919),property_value_update
507086733,735,Q351648$902D67E8-5747-47C5-A2A5-BB53F388B3F5,given name,Adamo Ruggiero,"""Q351648""",Adamo Ruggiero,"""Q18107466""",Adamo,property_value_update,Canadian actor,male given name,property_value_update
1838488742,19,q299949$D1E70AE0-B264-4A0D-A73B-BFAD594EB400,place of birth,Ellen Andrée,"""Q2845754""",former 3rd arrondissement of Paris,"""Q223140""",3rd arrondissement of Paris,property_value_update,"one of the 12 administrative districts of Paris, France, before 1860","one of the 20 administrative districts of Paris, France",property_value_update
829411499,106,Q427647$bc02615b-4474-97a6-261b-548014af8387,occupation,Cassandra Cain,"""Q378770""",contract killer,"""Q55983771""",assassin,property_value_update,person who is hired to kill another person,someone who intentionally kills a public or political figure,property_value_update
2235779151,106,Q342512$C5E9A324-A341-4B63-A371-5009D115D579,occupation,Tiberius Claudius Nero,"""Q97667506""",Ancient Roman politician,"""Q20778343""",Roman magistrate,property_value_update,,elected official in Ancient Rome,property_value_update
174604025,106,q355425$2D10E1FE-1D04-4EBD-ABD1-DEEA70D9A710,occupation,Cesar Chavez,"""Q178790""",labor union,"""Q15627169""",trade unionist,property_value_update,organization of workers with common goals,person involved in trade unions; member or supporter of a trade union,property_value_update
170506740,837,Q183283$51c33f30-46ec-9682-6e3c-7e186b6088ba,day in year for periodic occurrence,Ashura,"""Q65265""",10 Muharram,"""Q184591""",10,property_value_update,10th day of Muharram in the Islamic calendar,1979 film by Blake Edwards,property_value_update
7693623,19,q102027$4166290B-F10C-4D78-B21E-FAB4B4A81BE6,place of birth,Fabio Cannavaro,"""Q173065""",Kingdom of Naples,"""Q2634""",Naples,property_value_update,Italian state (1282–1816),"city and commune in Campania, Italy",property_value_update
53830691,156,q17444$08C1DB68-2876-4013-8160-D94A2F23DA31,followed by,Nevermind,"""Q1645579""",Hormoaning,"""Q222001""",In Utero,property_value_update,1992 compliation EP by Nirvana,1993 studio album by Nirvana,property_value_update
1851463298,20,q7415$D99D07D4-BAB4-405D-8CB0-D745BCC3BC5B,place of death,Mária Telkes,"""Q1781""",Budapest,"""Q769""",Grenada,property_value_update,capital and largest city of Hungary,island sovereign state in the Caribbean Sea,property_value_update
13662967,19,q461391$00CEAA2E-58DB-4F0E-8F9D-FE59264EB183,place of birth,Gavin Newsom,"""Q771842""",Isla San Francisco,"""Q62""",San Francisco,property_value_update,"island in the Gulf of California off the coast of Baja California Sur, Mexico","consolidated city and county in California, United States",property_value_update
275191251,735,Q11991438$29A8F994-C690-42E7-826E-8C7D65529FE2,given name,Nils Andreas Biørn,"""Q18404297""",Nils,"""Q16423038""",Nils (given name),property_value_update,,male given name,refinement
1463768370,735,Q152261$01FED942-4CEF-43C4-811E-1090D5CC2C7A,given name,Lucia Cunanan,"""Q1160640""",Lucia,"""Q18145507""",Lucía,property_value_update,female given name,female given name,refinement
1557164633,69,Q3983874$cb3a0e46-f7df-46ea-b076-cb489b4cf8b8,educated at,Jean-Pierre de Launoit,"""Q5121415""",Catholic University of Louvain,"""Q644789""",Catholic University of Leuven,property_value_update,,"University in Belgium, 1834–1968",property_value_update
1278997617,39,Q5866463$79A1BF36-C7E4-42AE-A86C-6261106E0E17,position held,Francisco Labadie Otermin,"""Q27157707""",Member of the Cortes franquistas,"""Q6087309""",procurador en Cortes,property_value_update,,member of the Cortes Españolas (1943-1977),property_value_update
1835239381,40,Q4356925$F919C31E-4743-49D7-865F-9CF4F5B3B652,child,George Seymour,"""Q75297079""",Lady Emily Seymour,"""Q56181897""",Emily Charlotte Harlech Ormsby-Gore,property_value_update,,(died 1892),property_value_update
1156381390,131,q13946602$AA7D9936-D818-4EFF-AFBF-13499E2DB884,located in the administrative territorial entity,Zhongxin Community,"""Q28804802""",Nancha,"""Q2043360""",Nancha Town,property_value_update,,"town in Nancha county, Heilongjiang, China",refinement
286861565,31,Q527362$EC614D34-8C71-4940-8DDC-466A54FFAE90,instance of,Castañedo,"""Q15078704""",parishes in Asturias and Galicia,"""Q3333265""",parroquia of Galicia,property_value_update,Wikipedia article covering multiple topics,"type of ecclesiastical subdivision in Galicia, Spain",refinement
321522535,54,Q4023285$181DF606-E999-4660-94F2-C4CCAE7ABFBB,member of sports team,Yutthana Polsak,"""Q869""",Thailand,"""Q7709260""",Thailand national beach soccer team,property_value_update,country in Southeast Asia,Soccer Team,property_value_update
1449504809,579,Q783420$23BF314F-6BC2-410A-B43C-22CE35C00FFF,IMA status and/or rank,hastingsite,"""Q13406835""",approved mineral and/or valid name (A),"""Q13406872""",redefined mineral (Rd),property_value_update,"CNMNC/ CNMMN status (IMA, 1959 onwards) for a mineral that is approved","CNMNC/ CNMMN status (IMA, 1959 onwards) for a mineral that got redefined",property_value_update
1524993956,27,Q211681$C5E7CF8F-DAA5-4589-9238-376C4633DED9,country of citizenship,"James Francis Edward Stuart, Prince of Wales","""Q145""",United Kingdom,"""Q179876""",Kingdom of England,property_value_update,country in north-west Europe,historic kingdom on the British Isles (927–1649; 1660–1707),property_value_update
148568580,21,Q697098$1929975C-C7BF-4945-84CA-85151F04554D,sex or gender,Strongheart,"""Q6581097""",male,"""Q44148""",male organism,property_value_update,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person",male animal or plant,refinement
1509589706,39,Q3351428$f1666ed6-40d7-b349-a5e5-690fb16e8168,position held,Olivier Wang-Genh,"""Q30461""",president,"""Q42178""",vice president,property_value_update,"leader of a country or part of a country, usually in republics",officer in government or business,property_value_update
1080235005,1435,Q29148970$96D9B460-CA5B-45AE-8AB8-96A5767062B8,heritage designation,,"""Q10387575""",monument historique inscrit,"""Q61058419""",object listed as historical monument,property_value_update,national heritage site in France,French object listed as a Historical Monument by the French State,refinement
420265626,910,Q16746726$d24ff37a-ac02-40e6-b9ea-005a6ebba278,topic's main category,Owenia,"""Q14984515""",Category:Owenia,"""Q26264582""",Category:Owenia (Meliaceae),property_value_update,Wikimedia category,Wikimedia category,refinement
1407179391,31,Q1255$cae9eed4-4ecc-3ba3-5d57-8b4e87ac1092,instance of,Kosovo and Metohija,"""Q3299474""",Kosovo is Serbia,"""Q15629146""",autonomous province of Serbia,property_value_update,Serbian slogan,type of administrative division,property_value_update
1181652666,361,Q89503374$250d1a39-4f2d-bb50-161d-225f1abf74a8,part of,“Mendoza” Army Garrison,"""Q55267383""",V Mountain Brigade,"""Q4645422""",VIII Mountain Brigade,property_value_update,brigade of the Argentine Army based in Salta,brigade of the Argentine Army based in Mendoza,property_value_update
1365582853,360,Q1854290$225459E7-BB67-47FE-81E5-D49D3A236391,is a list of,list of compositions by Max Reger,"""Q207628""",composed musical work,"""Q105543609""",musical work/composition,property_value_update,"original piece or work of music, either vocal or instrumental","Wikidata metaclass; legal concept of uniquely identifiable piece or work of music, either vocal or instrumental; NOT applicable to recordings, broadcasts, or individual publications of music in printed or digital form or on physical media",property_value_update
413598606,171,Q9046713$8BF06A13-6989-40BB-8E91-1EC446A8A83F,parent taxon,Muricaria,"""Q156888""",Brassicaceae,"""Q15054388""",Brassiceae,property_value_update,family of plants,tribe of plants,refinement
1334540461,184,Q102560598$f67884ae-cb97-490c-8087-e22b719b50d8,doctoral advisor,Álvaro Martínez,"""Q102439874""",Inés Couso,"""Q87553750""",Inés Couso Blanco,property_value_update,,researcher,property_value_update
1237010492,735,Q6893257$8116BAC3-68EC-4AE4-BA66-A037BCDF84DD,given name,Mohammed Odeh al-Rehaief,"""Q19692506""",Mohammed,"""Q5837762""",Muhammad,property_value_update,,male given name (محمد),property_value_update
